idx	source	genre	prev	current	next	pred	comp	ecomark	eco	context+target	question	prompt	relation	a1	a2	a3	a4	a5	a6	a7	a8	a9	a10	a11	a12	a13	a14	a15	a16	a17	a18	a19	a20	a21	95% CI lower bound	95% CI upper bound	mean	sd	entailment	embagr	embtns	embtnsm	general_fact	embper	mtrtns	mtrtnsm	mtrper
202001	NPRW2000000001.44	신문	태영건설은 기업형 임대 아파트 브랜드도 '데시앙 네스트(DESIAN NEST)'를 론칭하고, 대보건설은 오피스텔 브랜드도 '하우스디 어반(hausD urban)'을 내놨다. 아파트 브랜드에 대한 애착은 1군 건설사는 물론 공공 아파트도 예외가 없다. 롯데건설이 '롯데캐슬 3.0'이라는 디자인 모델을 선보였고 대우건설은 상반기 중으로 새로운 '푸르지오'를 내놓게 된다.	LH(한국토지주택공사)는 상반기 중으로 아파트 브랜드를 선보이겠다고 이미 공언한 바다. 	이번에 새 브랜드가 나오게 되면서 LH는 15년동안 다섯 번째의 브랜드가 나오게 된다. 2004년에 '주공그린빌'을 시작으로 '뜨란채','휴먼시아', '천년나무' 등이 줄줄이 나왔다. 중간에 LH만 달아서 'LH아파트'로 지난 시간도 있으니 엄밀히는 6번째인 셈이다.	공언하다	다고_		없음	롯데건설이 '롯데캐슬 3.0'이라는 디자인 모델을 선보였고 대우건설은 상반기 중으로 새로운 '푸르지오'를 내놓게 된다. LH(한국토지주택공사)는 상반기 중으로 아파트 브랜드를 선보이겠다고 이미 공언한 바다. 이번에 새 브랜드가 나오게 되면서 LH는 15년동안 다섯 번째의 브랜드가 나오게 된다.	다음 문장에 대해 위 보기의 필자(화자)는 어느 정도로 확신한다고 생각하십니까?	LH는 상반기 중으로 새 아파트 브랜드를 선보일 것이다	중립	5	5	7	4	7	7	6	5	7	6	7	6	6	6	5	7	7	7	6	7		5.74096 	6.55904 	6.15	0.933302004	entailment	y	미래	(으)ㄹ_것/겠	n	3	현재	없음	3
401061	SBRW1900015079.1	대화	P1: 잠시 뒤 두 시에 김경수 지사가 또 공식적인 입장을 밝힌다고 예골 했기 때문에요. P1: 어~ 저희 방송 시간대에 속보가 들어오는 대로 저희가 발빠르게 가장 정확하게 입장을 전해드리도록 하겠습니다. P1: 다음 주제로 가보도록 하겠습니다. P1: 아~ 잊을 만하면 터지는 문제가 또 일어났습니다. P1: 아~ 바로 도박 문젠데 그런데 이번에는요. P1: 유명 걸그룹 출신 슈 씨가 슈 에스이에스의 슈 요 외발 자전거 잘 타는 그 슈가 도박에 연루된 것으로 드러나서 지금 충격을 주고 있습니다.슈가 도박에 연루가 됐다 이게 상상이 안 가는데요? P2: 그러니깐요. 아이돌 스타였기도 했지만 또 세 아이의 엄마로 굉장히 잘 사는 모습도 보여줬고 P1: 지상파 티비 프로그램에 P2: 네. P1: 유명 프로그램에도 뭐 이런 거도 자주 나오고 예. 	P2: 어르신들도 다 알 만한 아이돌 스타이기도 한데 	P1: 예. 그럼요. P2: 그 오늘 오전에 한 일간지에서 단독 보도를 했는데 삼십칠 세의 유명 걸그룹 출신 연예인이 도박 자금으로 육억 원 대를 빌리고 갚지 않아서 사기 혐의로 고발이 됐다는 겁니다. P1: 사기로? P2: 네. 뭐 올해 유월에 서울 광진구의 한 호텔 카지노에서 두 명으로부터 각각 뭐 삼억 오천만 원 이억 오천만 원을 빌리고 갚지 않은 혐의를 받고 있다 이렇게 보도가 나왔었는데 P1: 예. P2: 이게 바로 걸그룹 출신 연예인이자 일세대 아이돌 걸그룹인 에스이에스 슈 씨라는 겁니다. P1: 광진구에 있는 호텔 카지노에서 그러니까 P2: 네. P1: 육억 원이나 두 명한테 빌렸다고요? P2: 네. 	하다	기도_		없음	P1: 유명 걸그룹 출신 슈 씨가 슈 에스이에스의 슈 요 외발 자전거 잘 타는 그 슈가 도박에 연루된 것으로 드러나서 지금 충격을 주고 있습니다.슈가 도박에 연루가 됐다 이게 상상이 안 가는데요? P2: 그러니깐요. 아이돌 스타였기도 했지만 또 세 아이의 엄마로 굉장히 잘 사는 모습도 보여줬고 P1: 지상파 티비 프로그램에 P2: 네. P1: 유명 프로그램에도 뭐 이런 거도 자주 나오고 예. P2: 어르신들도 다 알 만한 아이돌 스타이기도 한데 P1: 예. 그럼요. P2: 그 오늘 오전에 한 일간지에서 단독 보도를 했는데 삼십칠 세의 유명 걸그룹 출신 연예인이 도박 자금으로 육억 원 대를 빌리고 갚지 않아서 사기 혐의로 고발이 됐다는 겁니다.	다음 [문장]의 내용에 대해 위 대화의 P2는 어느 정도로 확신한다고 생각하십니까?	유명 걸그룹 출신 슈는 어르신들도 다 알 만한 아이돌 스타이다	함의	7	6	7	6	6	7	7	7	7	7	6	7	6	7	6	7	7	7	7	6		6.43553 	6.86447 	6.65	0.489360485	entailment	y	현재	없음	n	3	현재	없음	3
304014	SBRW1900003192.1	구어	P2: 예. 감사합니다. P1: 고맙습니다. P1: 음~ 그렇죠. P1: 예. P1: 일구사육 번 님도 어디 잠깐 나갔다 오셨는데 아침엔 좀 포근한 것 같았는데 점점 추워지는 느낌이라고 하셨어요. P1: 예. P1: 어~ 서울은 지금 뭐~ 눈이나 비 소식은 없는 살짝 흐린 상탠데요. P1: 예. P1: 충청과 남부 일부 지역에는 여전히 눈 비가 계속 내리고 있답니다. P1: 예.	P1: 음~ 퇴근길 무렵에 아마 전국적으로 또 눈이 내릴 거라는 예상이네요.	P1: 중부 지방에 아마 퇴근길 무렵에는 제법 많은 양에 눈이 내릴 걸로 어~ 예보가 나와 있습니다. P1: 퇴근 시간하고 또 겹치면 월요일인데 예. P1: 어떨지 미리부터 걱정이 되네요. P1: 아마 세시쯤 되면 낮 세시쯤 되면 중부 서해안 쪽에서 눈이 시작될 것 같구요. P1: 아마 퇴근길에는 서울 쪽에도 예. P1: 서울 포함한 중서부 지역에도 눈이 내릴 것 같습니다. P1: 미리 좀 대비를 해야 되겠는데요. P1: 열한시 십사분 지나고 있습니다. P1: 서울시내 교통 상황부터 차근차근 짚어드리죠.곽자연 리포터 P1: 화제에 현장을 다 같이 찾아가보는 순섭니다.	이다	라는_예상		없음	충청과 남부 일부 지역에는 여전히 눈 비가 계속 내리고 있답니다. 음~ 퇴근길 무렵에 아마 전국적으로 또 눈이 내릴 거라는 예상이네요. 중부 지방에 아마 퇴근길 무렵에는 제법 많은 양에 눈이 내릴 걸로 어~ 예보가 나와 있습니다.	다음 문장에 대해 위 보기의 필자(화자)는 어느 정도로 확신한다고 생각하십니까?	퇴근길 무렵에 전국적으로 눈이 내릴 것이다	중립	7	4	6	6	6	6	5	6	6	6	6	7	4	7	7	7	4	5	4	4		5.15182 	6.14818 	5.65	1.136708082	entailment	n	미래	(으)ㄹ_것/겠	n	3	현재	없음	3
301057	SBRW1900014056.1	구어	P2: 종교였습니다. P1: 음~ P2: 예. P1: 기독교 공인 이후죠. P2: 잠깐만요. P2: 아 공인 이후입니다. P2: 예. P1: 네네. P2: 네. 공인을 하긴 했는데 공인을 하고 얼마 지나지 않은 시점이에요. 이게 P1: 음~ 	P2: 그러기 때문에 기독교를 믿는 사람이 다수인 상황은 아니죠. 	P1: 음~ 네네. P2: 네. 이때 알렉산드리아에는 세 가지 종류가 대립을 하고 있었어요. P1: 음~ P2: 하나는 기독교였고요. P1: 네. P2: 하나는 유대교 거기는 또 유대교 사람들이 많이 사는 지역하고 가깝기 때문에 P1: 그렇죠. P2: 예. P1: 이스라엘하고 가깝죠. P2: 예. 	아니다	ㄴ_상황		없음	공인을 하긴 했는데 공인을 하고 얼마 지나지 않은 시점이에요. 그러기 때문에 기독교를 믿는 사람이 다수인 상황은 아니죠. 네. 이때 알렉산드리아에는 세 가지 종류가 대립을 하고 있었어요.	다음 문장에 대해 위 보기의 필자(화자)는 어느 정도로 확신한다고 생각하십니까?	공인을 하고 얼마 지나지 않은 시점이기 때문에 기독교를 믿는 사람이 다수이다	모순	3	1	1	2	1	2	1	1	1	1	2	2	1	1	1	3	1	1	2	1		1.14920 	1.75080 	1.45	0.686332741	contradiction	n	현재	없음	n	3	현재	없음	3
301056	SBRW1900008528.1	구어	P5: 지방간을 예방하는 효과가 있구요. 어~ 실험용 쥐에게 술을 먹이고 새싹 보리를 먹인 군과 안 먹인 군을 비교해봤더니 새싹 보리를 먹은 군이 술만 알콜만 먹은 쥐에 비해서는 우리 혈중 알코올 농도가 이십사 프로 정도 더 떨어져있고 P3,P4: 오~ P5: 십일동안 꾸준하게 먹였더니 간에 있는 중성 지방도 이십육 프로나 떨어지기 때문에 P2: 오~ P5: 회식으로 지친 간을 보호하거나 그 다음에 콜레스테롤을 낮출 수 있습니다. P1: 자 요렇게 샐러드니깐요. 소스만 뿌리면 P4: 맛있는 냄새가 여기까지 P1: 거기까지 납니까? P1: 깨가 있어서 고소함이 아마 거기까지 전달 되는 거 같애요. P3: 맛있겠다. 	P1: 아니 지금 먹어보니까 닭가슴살을 이용한 새싹 보리 샐러드 퍽퍽함이 아니에요. 	P1: 이거는 쫄깃함으로 변했어요. P4: 이거는 못 만드는데 문제가 있어요. P1: 문제 있습니까? P4: 많이 먹게 될 거 같애. P4: 저 한 백 장은 먹겠네요.한 번에 P1: 예? P3: 아주 구수하구요. P3: 무슨 그냥 생선 전 부쳐서 먹는 거 같애요. P1: 맞아요. P1: 예.	아니다	ㅁ이_		없음	깨가 있어서 고소함이 아마 거기까지 전달 되는 거 같애요. 아니 지금 먹어보니까 닭가슴살을 이용한 새싹 보리 샐러드 퍽퍽함이 아니에요. 이거는 쫄깃함으로 변했어요	다음 문장에 대해 위 보기의 필자(화자)는 어느 정도로 확신한다고 생각하십니까?	닭가슴살을 이용한 새싹 보리 샐러드는 퍽퍽했다	모순	5	6	1	2	2	5	1	1	1	7	3	3	1	1	1	1	1	1	6	2		1.64537 	3.45463 	2.55	2.064104241	contradiction	n	현재	없음	n	3	현재	없음	3
301100	SBRW1900002103.1	구어	P2: 음 P1: 어 끈으로 엮어질 수 있고 P2: 예. P1: 또 한 배에 탈 수 있다는 거는 참 좋은 거 같아요. 또 뭐 P2: 네. 그래서 오늘 소개시켜 드릴 영화도 P1: 네. P2: 약간 그~ 음 그런 -니용- 내용인데요. P1: 네네. P2: 이천십사년도 리처드 링클레이터 감독에 보이후드입니다. P1: 음 	P2: 이 영화는 십이년 동안 촬영한 것으로 굉장히 유명했죠. 그 당시에 	P1: (()) P2: 아이가 여섯 살 때부터 똑같은 배우로 열여덟 살까지 매년 여름에 만나서 이삼 주 동안 촬영을 했다고 해요. P1: 어~ P2: 그래서 이~ 같은 배우가 성장하는 -방- 과정을 볼 수 있는데 처음 등장부터 이~ 부모님이 이혼을 해 있거든요. P1: 네네. P2: 그러니까 이 이 부모들이 계속 또 결혼하고 또 이혼하고 {laughing} 뭐 이러면서 P1: 다큐멘터린가요? P2: 네. 다큐멘터리는 아니고 P1: 네. P2: 대본을 쓴 거예요. 	유명하다	ㄴ_것으로_		없음	이천십사년도 리처드 링클레이터 감독에 보이후드입니다. 이 영화는 십이년 동안 촬영한 것으로 굉장히 유명했죠. 그 당시에 아이가 여섯 살 때부터 똑같은 배우로 열여덟 살까지 매년 여름에 만나서 이삼 주 동안 촬영을 했다고 해요. 	다음 문장에 대해 위 보기의 필자(화자)는 어느 정도로 확신한다고 생각하십니까?	영화 보이후드는 십이년 동안 촬영했다	함의	7	7	7	6	7	7	6	7	7	7	7	7	6	7	7	7	7	7	7	7		6.68944 	7.01056 	6.85	0.366347549	entailment	y	과거	없음	n	3	과거	었/았	3
401099	SERW1900066024.1	대화	봉필: ... 사 여사: 유라 때문에 그렇게 된 셈이니까, 제 손으로 보란 듯이 찾아드리고 싶었어요 왜요? 식구들 아무도 그 아이 찾아보려는 사람이 없잖아요 당신 죽기 전에 걔 보구 죽는 게 소원이라면서요? 봉필: 그런 일을 왜 나한테까지 숨겨? 사 여사: 괜히 찾지도 못할 거면서 애간장만 태우게 해드릴까봐서요 건강도 안좋으신데 잊고 지내는 일 들추기 뭐해서요 보란 듯이 찾아서 그때 말씀 드리려구요 봉필: 나참.. 그런 줄도 모르고 나는.. 사 여사: 왜요? 내가 바람이라도 난 줄 아셨어요? 봉필: 미안하구려.. 잠시 나마 오해 했던 거.. 사 여사: 그러니까 내 마음을 누가 알까.. 봉필: 그래서 그렇게 돈이 들어간 게야? 사 여사: 돈 쓰는 만큼 찾아준다잖아요 그 아이만 찾을 수 있다면 뭐가 아깝겠어요, 그래서 반지까지 팔아서 돈 대줬어요 왜요? 	봉필: 임자.. 당신이 이렇게 속이 깊은 사람인 줄은 정말 몰랐어요.. 	사 여사: 놔요, 정말 섭섭해서 내가.. 사 여사: 당신이 이쪽으로 앉으세요 여보.. 윤 씨: ... (봉필에게) 무슨 일로 보자고 했어요? 사 여사: 많이 편찮으시단 얘기, 정금이한테 들었어요.. 어려운 형편 뻔히 알면서 그냥 있는 것도 도리가 아닌 것 같고 해서 병원비에 보태세요 윤 씨: 누가 병원비 보태 달랬나? 사 여사: 못이기는 척 받으세요, 와서 돈 달랄 때는 언제고.. 윤 씨: 정금이가 거기 가서 돈 달라고 하던가? 사 여사: 정금이한테 물어보세요 윤 씨: (이를 악문다).. 사 여사: 식사 하시죠 뭐, 이 집 음식 괜찮아요.. 	모르다	ㄴ_줄은_		없음	봉필: 그래서 그렇게 돈이 들어간 게야? 사 여사: 돈 쓰는 만큼 찾아준다잖아요 그 아이만 찾을 수 있다면 뭐가 아깝겠어요, 그래서 반지까지 팔아서 돈 대줬어요 왜요? 봉필: 임자.. 당신이 이렇게 속이 깊은 사람인 줄은 정말 몰랐어요.. 사 여사: 놔요, 정말 섭섭해서 내가.. 사 여사: 당신이 이쪽으로 앉으세요 여보..	다음 [문장]의 내용에 대해 위 대화의 봉필은 어느 정도로 확신한다고 생각하십니까?	사 여사는 속이 깊은 사람이다	함의	7	6	6	7	7	7	7	7	5	4	6	6	7	7	6	7	7	6	7	6		6.04028 	6.75972 	6.4	0.820782682	entailment	n	현재	없음	n	2	과거	었/았	1
301080	SBRW1900003644.1	구어	P2: 그거죠. P1: 도중에 나가라고 하는 거는 또 인정이 안 되는 군요. P2: 그렇죠. P1: 어~ P2: 그거는 어쨌든 임대인에 어떤 횡포가 될 수 있으니까 P1: 예. P2: 그래서 그런 걸 막아놨는데요. P1: 네. P2: 지금 인제 사연 주신 분이 인제 스프링클러 설치해야 된다라고 하셨는데 P1: 으흠 	P2: 과연 스프링클러 설치가 재건축을 해야 될 만한 사유인지 한번 따져봐야 될 거 같애요. 	P1: 음~ 네. P2: 네. 뭐~ -재건- 전체를 재건축하지 않고 뭐~ 수리라든지 P1: 예. P2: 일부 기간 뭐~ 영업에 좀 지장을 받을 수 있겠지만 꼭 나가지 않고서라도 P1: 음음음 P2: 가게를 운영하면서도 P1: 예. P2: 어~ 설치가 가능한 부분인지를 좀 한번 따져봐야 될 거 같고 P1: 예. P2: 만약에 그런 상황이라면 그까 꼭 재건축을 꼭 해야 되는 상황이 아니라면 	따지다	ㄴ지_	-어야 되- / -(으)ㄹ 것 같-	양태/비인식/의무 + 양태/인식	지금 인제 사연 주신 분이 인제 스프링클러 설치해야 된다라고 하셨는데 과연 스프링클러 설치가 재건축을 해야 될 만한 사유인지 한번 따져봐야 될 거 같애요. 전체를 재건축하지 않고 뭐~ 수리라든지가게를 운영하면서도 어~ 설치가 가능한 부분인지를 좀 한번 따져봐야 될 거 같고	다음 문장에 대해 위 보기의 필자(화자)는 어느 정도로 확신한다고 생각하십니까?	스프링클러 설치는 가게 재건축을 해야 될 만한 사유이다	중립	3	4	3	3	4	4	3	3	3	3	4	5	2	4	3	2	4	4	2	4		2.99381 	3.70619 	3.35	0.812727701	neutral	n	현재	없음	n	3	현재	없음	1
201036	NLRW2000000018.757	신문	단식 일반적으로 단식이 7일을 넘기면 인체에 적신호가 오고 10일~14일이 넘어가면 아사 할 수있다고 한다. ▼ 단식에 따른 인체의 한계점은 72일.	기적을 바란다해도 75일이면 사망 할 수있다고 한다.	"역사상 최장 단식 기록은 1920년 아일랜드 독립군 사령관 ""테랜스 맥스위니""장군이다. 영국으로 부터 독립을 쟁취 하기위해 투쟁하다 반란죄로 체포된다. 로마 교황 등 전 세계 지성인들의 석방 탄원이 쇄도했으나 단식 74일만에 옥사하고 만다."	하다	다고_		없음	"단식에 따른 인체의 한계점은 72일. 기적을 바란다해도 75일이면 사망 할 수있다고 한다. 역사상 최장 단식 기록은 1920년 아일랜드 독립군 사령관 ""테랜스 맥스위니""장군이다."	다음 문장에 대해 위 보기의 필자(화자)는 어느 정도로 확신한다고 생각하십니까?	단식 75일이면 사망 할 수 있다	중립	7	6	4	7	4	6	5	6	7	7	5	7	7	5	6	7	7	6	7	7		5.69420 	6.60580 	6.15	1.039989878	entailment	y	현재	없음	n	3	현재	은/는	알수없음
104086	NPRW2000000001.280	신문	중소기업협동조합 이사장 가운데 강경파로 꼽힌다. 그런 그마저 대기업도 경영상황이 나쁘다는 점을 인정했다. 단체행동의 필요성도 언급했다.	서 이사장은 “최저임금이 2년 새 30% 가까이 오르면 이를 견딜 수 있는 업종은 거의 없다”며 “올 2월 말 중소기업중앙회 신임 집행부가 구성되면 중소업계는 함께 행동에 나서야 할 것”이라고 했다.	삭발 단식이라도 하자는 얘기였다. 주물조합이 분석한 자료에 따르면 최저임금은 2008년 3770원에서 2018년 7530원으로 10년 새 99.7% 올랐고 고철 선철 등 원부자재값도 많이 상승했지만 최근 5년간 주물업체 매출은 2012년 1조7347억원에서 2016년 1조1842억원으로 31.7% 줄었다. 그는 “임금체계 조정을 개별 기업이 알아서 하라고 하는 것도 문제”라고 지적했다.	하다	라고_		없음	단체행동의 필요성도 언급했다. 서 이사장은 “최저임금이 2년 새 30% 가까이 오르면 이를 견딜 수 있는 업종은 거의 없다”며 “올 2월 말 중소기업중앙회 신임 집행부가 구성되면 중소업계는 함께 행동에 나서야 할 것”이라고 했다.	다음 문장에 대해 위 보기의 필자(화자)는 어느 정도로 확신한다고 생각하십니까?	올 2월 말 중소기업중앙회 신임 집행부가 구성되면 중소업계는 함께 행동에 나서야 할 것이다	중립	4	4	6	4	7	6	7	6	5	4	6	6	6	4	6	6	6	4	4	5		4.82626 	5.77374 	5.3	1.080935268	entailment	n	미래	(으)ㄹ_것/겠	n	3	과거	었/았	3
103052	NIRW2000000001.549	신문	"한국과 일본의 '레이더 갈등'이 국제 여론전으로 번지는 가운데 이번 사건이 과거 운요호 사건과 닮은 꼴이라는 평가가 눈길을 끌고 있다. 우리 국방부가 이번 레이더 갈등과 관련해 일본 측의 주장을 반박하는 유튜브 영상이 지난 3일 공개한 이후 해당 영상 댓글에는 ""일본은 운요호 (사건)때나 지금이나 날조와 왜곡의 나라"", ""(레이더 갈등을) 보면서 운요호 사건이 생각 난다"" 등과 같이 이번 사건을 운요호 사건과 결부지은 지적이 많다. 7일 오후 5시에 조회수 225만회를 돌파한 해당 영상에는 댓글만 8만6744개가 달렸다."	국방부는 이르면 8일 중으로 일본·중국·러시아·프랑스·스페인·아랍어 등 6개 언어 자막 영상을 공개할 예정이라고 밝혔다.	"'제2의 운요호 사건'의 반응은 온라인 커뮤니티와 SNS에서도 이어진다. ""일본이 제2의 운요호 사건을 일으켜 무언가 이득을 보려는 것"", ""(일본이 한국을) 도발해 전쟁명분을 쌓는 것"" 등의 격한 반응이 쉽게 눈에 띈다. 운요호 사건은 1875년 9월 20일 일본 군함 운요호가 물을 구한다는 구실로 강화도 앞바다에 불법 정박하고 난 뒤 인근 해안가를 측량한 사건이다."	밝히다	라고_		없음	7일 오후 5시에 조회수 225만회를 돌파한 해당 영상에는 댓글만 8만6744개가 달렸다. 국방부는 이르면 8일 중으로 일본·중국·러시아·프랑스·스페인·아랍어 등 6개 언어 자막 영상을 공개할 예정이라고 밝혔다.	다음 문장에 대해 위 보기의 필자(화자)는 어느 정도로 확신한다고 생각하십니까?	국방부는 일본·중국·러시아·프랑스·스페인·아랍어 등 6개 언어 자막 영상을 공개할 예정이다	함의	7	7	7	7	7	5	7	6	7	7	7	6	6	7	7	5	4	7	5	7		5.98788 	6.81212 	6.4	0.940324692	entailment	y	현재	없음	n	3	과거	었/았	3
305009	SBRW1900002457.1	구어	P6: 네. 그들과 매개역할을 하는 사람이 평론가입니다. P6: 어떻게 하면 이 작품을 조금 더 어~ 이해하기 쉽게 소개를 할까. P6: 창작자의 세계를 대중들이 잘 이해를 못하고 대중들의 그 알 수 없는 흐름을 창작자들은 잘 다가서지 못하는 측면이 있는데 그 브릿지 역할을 하는 사람이 바로 평론가예요. P6: 미학 미술사 예술학 철학 이런 다양한 학문에 대한 공부를 많이 해야 돼요. P6: 동시대 미술의 흐름이 워낙 빠르기 때문에 그것을 제대로 포착을 할려면 학문적 영역에 대한 고민이 많이 따라 줘야 될 수밖에 없고요.또 보통 글을 많이 쓰죠. 평론가는 P6: 상대방이 내 글을 이해할 수 있는 정도의 문장력을 굉장히 풍부하게 갖고 있어야 서로 독해가 잘되고 이해시킬 수 있다는 것 그리고 마지막으로 하나 더 추가하자면 사유하는 능력이 있어야 돼요. P6: 우리는 보통 하늘 한번 못보고 지내잖아요. P6: 근데 미술평론가는 일부러라도 자기 만의 시간 안에서 어~ 사유하는 시간을 꼭 가져야만 돼요. P6: 그래서 작품이 우리가 단순히 보는 물질 덩어리가 아니라는 것이기 때문에 그것을 어떻게 바라볼 것인가에 대한 근데 사유를 하지 않으면 그것은 겉만 보게 돼요. P6: 네. 그림은 겉 너머 이면에 있는 것이 더 중요하거든요.	P6: 그래서 사유하는 시간을 갖는 것 네. 이런 여러 가지 소양이 다 모아졌을 때 어~ 효과적인 네. 작품해석이 가능할 것이라고 저는 생각해요.	P6: 저는 좌절할 필요는 없다고 생각해요. P6: 그게 아니어도 그와 연관된 일은 얼마든지 있고요. P6: 어~ 자기 안에 잠재된 그런 능력은 우리가 생각하는 거보다 많더라고요. P6: 그래서 오늘이 비록 내 목적대로 되지 않을지는 몰라도 포기하지 않는다면 실패는 없을 거라고 믿고요. P6: 바로 그런 지점에서 꿈은 버리지 않았으면 좋겠습니다. P1: 자 그럼 두 번째 상담 시작하겠습니다. P1: 정확한 상담을 위해 사전접수를 받고 있고요. P1: 제작진과 충분히 논의한 사항을 바탕으로 최고의 진학전문가 세분이 동시에 입체적으로 상담해주신 내용을 오늘 생방송을 통해 전해드립니다. P1: 자 그럼 두 번째 학생의 상담 신청서 살펴 볼까요. P1: 자 두 번째 학생은 수학에 종사하는 직업을 희망하는 고 이 학생입니다.	생각하다	ㄹ_것이라고_		없음	그래서 작품이 우리가 단순히 보는 물질 덩어리가 아니라는 것이기 때문에 그것을 어떻게 바라볼 것인가에 대한 근데 사유를 하지 않으면 그것은 겉만 보게 돼요. 네. 그림은 겉 너머 이면에 있는 것이 더 중요하거든요. 그래서 사유하는 시간을 갖는 것 네. 이런 여러 가지 소양이 다 모아졌을 때 어~ 효과적인 네. 작품해석이 가능할 것이라고 저는 생각해요. 저는 좌절할 필요는 없다고 생각해요.	다음 문장에 대해 위 보기의 필자(화자)는 어느 정도로 확신한다고 생각하십니까?	여러 가지 소양이 다 모아졌을 때 효과적인 그림 작품해석이 가능하다	중립	6	6	7	7	7	6	6	6	6	6	7	7	4	7	7	6	7	6	6	6		5.97888 	6.62112 	6.3	0.732695097	entailment	n	현재	없음	n	3	현재	없음	1
105085	NLRW2000000021.944	신문	2011년 이후 최저 수준이다. 경매시장 참여자가 줄어듦에 따라 진행건수 대비 낙찰건수를 의미하는 낙찰률은 28.4%로 다시 20%대로 떨어졌다. 이처럼 낙찰률이 줄어들면서 낙찰가 총액도 전년 대비 50억원 가량 줄어든 4천183억원에 그쳤다.	이는 역대 최저 수준으로 진행건수는 증가한 반면, 낙찰가 총액이 줄면서 채권자들의 경매시장을통한 채권회수가 쉽지 않다는 것을 보여주고 있다.	용도별로 살펴보면 2018년 진행건수 부문에서 주거시설과 토지가 양강을 형성한 가운데 업무ㆍ상업시설과 공업시설이 그 뒤를 이었다. 공업시설(322건)의 경우 진행건수와 낙찰건수에서 차지하는 비중은 각각 3.7%, 3.9%에 그쳤지만 낙찰가 총액 부문에서는 1200억원을 기록하며 진행건수 1위인 주거시설을 누르고 비중 2위를 차지했다. 감정가가 30억원이 넘는 공장들이 2018년 다수 낙찰된 점이 공업시설이 낙찰가 총액 비중 2위를 차지하는 주요인으로 작용했다.	보여주다	다는_것을_		없음	이처럼 낙찰률이 줄어들면서 낙찰가 총액도 전년 대비 50억원 가량 줄어든 4천183억원에 그쳤다. 이는 역대 최저 수준으로 진행건수는 증가한 반면, 낙찰가 총액이 줄면서 채권자들의 경매시장을통한 채권회수가 쉽지 않다는 것을 보여주고 있다.	다음 문장에 대해 위 보기의 필자(화자)는 어느 정도로 확신한다고 생각하십니까?	채권자들의 경매시장을통한 채권회수가 쉽다	모순	1	2	2	1	1	1	1	2	2	1	1	1	1	1	6	1	1	1	1	1		0.94777 	1.95223 	1.45	1.145931017	contradiction	n	현재	없음	n	3	현재	없음	3
106092	NLRW2000000012.221	신문	"지은이는 시작하는 말을 통해 ""해외의 유명한 높은 산(히말라야, 안데스, 로키, 알프스, 킬리만자로 등)만 대단하다고 할 것이 아니라 우리 국토의 산을 잘 살펴보자. 더 아기자기하고, 얘깃거리가 넘친다""고 이 책을 쓴 동기를 밝히고 있다. 울진이 고향인 지은이는 전국 37개 명산 가운데 울진지역의 응봉산과 덕구온천, 금강소나무, 십이령 숲길 등을 소개해 특히 고향사랑의 애틋함도 보여준다. "	"그는 ""이 책이 청소년에게 호연지기를 키우고 숲과 문화를 알리는데도 도움이 됐으면 좋겠다""고 말했다."	"무위자연(無爲自然), 안분지족(安分知足)은 지은이가 추구하고, 실천하고자 하는 삶이다. 그는 ""18~19세기 루소(Rousseau)와 소로(Thoreau)도 자연을 외치며 숲으로 갔으니, 동서양을 막론하고 문명 속에서 이기적인 마음을 순화시키려 산을 찾았고, 자연을 최고의 스승으로 여겼다""고 강조한다. 이 책은 두 파트(제1부 흘러온 산·숨쉬는 산, 제2부 그리운 ·나그네 길)산로 나뉘어 총 37곳의 산을 소개하고 있다."	좋다	면_	-겠-	양태/비인식/의지	"울진이 고향인 지은이는 전국 37개 명산 가운데 울진지역의 응봉산과 덕구온천, 금강소나무, 십이령 숲길 등을 소개해 특히 고향사랑의 애틋함도 보여준다. 그는 ""이 책이 청소년에게 호연지기를 키우고 숲과 문화를 알리는데도 도움이 됐으면 좋겠다""고 말했다. 무위자연(無爲自然), 안분지족(安分知足)은 지은이가 추구하고, 실천하고자 하는 삶이다. "	다음 문장에 대해 위 보기의 필자(화자)는 어느 정도로 확신한다고 생각하십니까?	이 책이 청소년에게 호연지기를 키우고 숲과 문화를 알리는데도 도움이 될 것이다	중립	6	5	6	5	4	5	5	6	4	4	5	5	5	4	5	5	4	4	5	6		4.58524 	5.21476 	4.9	0.718184846	neutral	n	미래	없음	n	3	현재	없음	1
