idx,eco,context.target,prompt,entailment,Subject_Equal,Inner_Tense,Inner_Person,Mat_Tense,Mat_Person
401032,없음,P2: 예전에는 그 가수들에게 저 우리 지인들하고 할 테니까 티켓 좀 주라하면 P1: 몇 장 좀 달라 P2: 주던 시절이 있었어요. P2: 요즘엔 일체 안 됩니다. P2: 요즘에는 그 가수들이 무슨 그~ 여분의 티켓을 갖지 못 하고 P1: 예. P2: 그냥 어떤 인터파크나 이런 데로 넘기나 봐요. P1: 아 티켓 전체를 P2: 예. 그래서 자기네들도 아는 지인들한테 오해를 받는다고 하더라고요.,요즘에는 가수들이 인터파크 등으로 티켓 전체를 넘긴다,entailment,n,현재,3,현재,4
302011,양태,이제 우리가 한국인의 가치관을 논의하면 틀림없이 일차 가치관과 이차 가치관 즉 기층 가치관과 반성 검토된 가치관의 긴장 관계에 주목하지 않을 수 없을 겁니다. 그런데 사람들은 일차 가치관을 반성 검토해서 이차 가치관으로 정비하는 일을 결코 기꺼이 하지 않습니다. 쏘크라테스를 몹시 귀찮게 여겨서 사형시켜버린 것을 보면 그 시대 아테네 시민들도 참 안할 수 있었으먼 안해야 될 일이라고 생각했던 것 같습니다. 그러나 어떤 때는 우리는 쏘크라테스가 귀찮게 굴지 않아도 스스로 자신의 기층 가치관에 문제가 있는 것을 너무도 선명히 의식하지 않을 수 없습니다.,일차 가치관을 이차 가치관으로 정비하는 일은 안 해야 될 일이다,contradiction,n,현재,3,과거,3
401088,없음,P1: 사실 우리가 제주도에 놀러 간다라고 하면 P2: 네. P1: 공항에 내려서 P2: 네. P1: 이렇게 조금만 가면 그 유명한 그 갈치 집 있잖아요. P2: 네네네네. P1: 거기에 항상 들려서 먹고 출발하는 경험들이 좀 많았거든요. P2: 오~ 네. 그러셨구나 그래서 만약에 펜션이나 이런 데서 요리가 가능을 하시면,나는 제주도에 놀러갔을 때 항상 유명한 갈치 집에 들려서 먹고 출발했다,entailment,y,현재,1,과거,1
201027,없음,"원제는 '렌드 미 어 테너(Lend me a tenor)'로 1986년 영국 웨스트엔드 초연 이후 미국 브로드웨이를 비롯해 세계 25개국에서 공연됐다. 이탈리아의 전설적인 테너 티토가 미국에서 오페라 공연 당일 쓰러지자, 오페라 단장은 그가 죽은 줄로 오해한다. 단장의 조수가 티토로 분장해 무대에 오르면서 벌어지는 일을 그렸다.",테너 티토가 죽었다,contradiction,n,과거,3,현재,3
303066,없음,그러겠네요. 그러면 지금 의료비 혜택 볼 수 있는 분들 이 중에 실손보험을 가지고 계신 분들 있단 말이죠. 그런 분들은 어떻게 돼요?,의료비 혜택 볼 수 있는 분들 중에 실손보험을 가지고 계신 분들이 있다,entailment,n,현재,3,현재,4
301123,없음,전문가들도 수분리성이 높은 비중 일 미만 비접착식 라벨 사용이 최선이라는 점에 동의를 했고요. 어~ 이 환경부 이번 고시는 비중 일 미만 비접착식 라벨 활용을 가기 위한 제가 말씀드린 대로 중간 단계로 좀 봐달라라는 것이고 일본의 경우에는 비접착식 라벨을 사용해도 소비자들이 라벨을 제거한 후에 페트병 -버리지- 버리고 있는데 국내에는 아직 라벨을 떼서 페트병을 버리는 문화가 지금 정착되지 않았다라는 문제점도 제기가 된 겁니다. 익숙해지기까지는 일단 업체에서 물에 이렇게 했을 때 좀 떨어지는 것으로 해가지고 하는 게 낫지 않겠느냐?,국내에는 아직 라벨을 떼서 페트병을 버리는 문화가 지금 정착되지 않았다,entailment,n,과거,3,과거,3
201039,없음,"소정면 지정기탁, 전의면 불우이웃 선풍기 전달 등 이웃 사랑에 꾸준히 참여하고 있다. 이 이사와 조 이사는 이날 성금 전달식에서 ""세종지역 어려운 이웃이 삶의 희망과 용기를 갖는 데 도움이 되길 바란다""고 말했다. 기부한 성금은 세종사회복지공동모금회를 통해 어려운 이웃에게 6000만원, 소정면 3000만원, 시 문화재단에 1000만원이 전달됐다.",성금이 세종지역 어려운 이웃에게 도움이 될 것이다,entailment,n,미래,3,현재,3
302033,양태,이러한 직업의 특징은 언어를 중심으로 하는 직업들입니다. 지금까지 언어문제를 전문적으로 직업적으로 다루는 것은 매우 높은 수준의 고등 지식인들에게만 주어진 특권이었다고 볼 수 있습니다. 그러기 때문에 일반적으로 직업교육 분야에서 소외된 면이 적지 있습니다.,언어문제를 전문적으로 다루는 것은 매우 높은 수준의 고등 지식인들에게만 주어진 특권이었다,entailment,n,과거,3,현재,4
401010,부정,P1: 돈 벼락이 P6: 근처를 지나던 P1: 돈 비가 내린 거 P6: 그렇습니다. 근처를 지나던 사람과 운전자들은 도로에 떨어진 현금을 줍는 모습도 영상에 담겼습니다. P1: 아~ 예. P6: 시민들이 떨어진 돈을 주워서 경찰에 가져다준 것은 현재까지 약 천오백만 원 조금은 넘는다고 하는데 P1: 예. P6: 그런데 돈을 집어서 그냥 가져간 이들도 있을 것으로 추정이 됩니다. 예. P1: 있겠죠. 아무래도 예. P6: 이때 거리를 지나던 대구 시민들은 출근길에 참 황당한 상황을 마주했는데 그럼에도 불구하고 침착함을 잃지 않고 도로 위에 돈을 모아서 경찰에게 전달을 했다 대단한 시민의식인 것 같습니다. P1: 대구 시민분들이 예.,거리를 지나던 대구 시민들은 출근길에 돈 비가 내린 황당한 상황을 마주했음에도 불구하고 침착하였다,entailment,y,과거,3,과거,3
303045,없음,보면서 코웃음 쳤어요. 사실 북한이 지금 그럴 형편이 무슨 어떤 뭐~ 도발 건다거나 전쟁을 한다거나 이럴 상황이 못 되잖아요. 못 된데 거 길에서 그거 뿐이 아니고 저~ 국경 쪽하곤 그래도 이렇게 저렇게 저희들하고 연계가 계속 있는데 그러면 전혀 조용한 기예요.,북한은 지금 도발을 걸거나 전쟁을 할 수 있다,contradiction,y,현재,3,현재,3
102093,없음,유 부시장은 “작년 10월에 북한을 방문했을 때 남북교류시대를 맞아 북한은 개방ㆍ개항에 대한 준비를 하고 있으며 부산을 남한의 대표도시로 중요하게 생각하고 있다는 것을 느꼈다. 이번에 김정은 국무위원장이 철도를 이용해 베트남으로 간 것도 그러한 의지를 표현한 것으로 본다”고 했다. ,북한은 부산을 남한의 대표도시로 중요하게 생각하고 있다,entailment,n,현재,3,과거,3
401046,없음,P3: 안 그래도 저희 감독님한테 시즌 투 안 가나요? P3: 가자 한 번 했어요.애청자분들도 많이 원했고 P1: 뭐라 그래요? P3: 그런데 안 한대요. P2: 어우 정말요? P3: 그런 계획은 없다고 해요. P3: 뭐 일정상 좀 바쁘시기도 하고 아우 가자 한 번 하고 싶었는데 어떻게 다 같이 가자 하면 가실라나 모르겠어요.,감독님은 시즌 투를 제작할 계획이 없다,entailment,n,현재,3,현재,3
401038,양태,P3: 팔십사 점까지 내려갔고 특히나 이제 보통 요즘에는 뭐 어려운 시험에서 표준 점수가 올라가니까 P1: 네. P3: 이런 말만 하잖아요? 근데 최고점 표준 점수가 얼마냐? P3: 백오십 점인데요. P3: 이 점수를 작년 그 최고점 백삼십사 점하고 비교했을 때 십육 점 정도 올라간 건데요. P1: 어마어마한 거죠. P2: 네. 네. P1: 네. P3: 사실 뭐 역대급으로 올라갔다는 것이 이걸 통해서도 다 확인할 수가 있었습니다. P1: 네. 그러네요. 뭐 이 등급 원점수도 칠십팔 점,시험 표준 점수가 역대급으로 올라갔다,entailment,n,과거,3,과거,1
302010,없음,그래서 루머는 그런 의미에서 여론정치일 수밖에 없는 민주정치의 필수불가결한 요소라고 하는 측면이 있습니다. 그런데 어~ 그~ 민주정치에서 삭제될 수 없는 요소라고 해서 그것이 반드시 또 긍정적인 것만은 아닙니다. 그건 왜냐면 유언비어이기 때문에 그렇죠.,루머는 민주정치에서 삭제될 수 없는 요소이다,entailment,n,현재,3,현재,4
301032,없음,그리고 예수회에서는 천칠백십오년에 교황 클레멘스 십일세가 아~ 가톨릭이 불교 사상과 어긋난다라고 어~ 발표를 해요. 근데 그 이전까지는 중국에서 환영받았다고 합니다. 그러니까 와도 불교를 배척의 대상으로 생각하지 않는 거죠.,가톨릭은 천칠백십오년 이전까지는 중국에서 환영받았다,entailment,n,과거,3,현재,3
106032,없음,"주유소에 딸린 미니마트에 5달러짜리 지폐를 들고 가서는 로또, 파워볼, 메가밀리언스 세 가지 복권 중에 뭘 살까 두리번거리다가 시간이 없던 통에 컴퓨터 조합으로 파워볼 한장을 후딱 사서 나왔다. 컴퓨터가 뱉어낸 5, 25, 38, 52, 67과 파워볼 24가 당첨번호가 될 줄은 꿈에도 몰랐다. 존슨은 다음 날엔 정말 아파서 하루를 쉬었다.","컴퓨터가 뱉어낸 5, 25, 38, 52, 67과 파워볼 24가 당첨번호가 되었다",entailment,n,미래,3,과거,3
303003,없음,두 사람의 이름 두 글자를 따서 만들었기 때문에 상당히 이번 의혹의 정점에 있는 인물이다 또 대화 방 내용을 보게 되면 이 경찰 총장으로 지칭된 사람과 직접 문자를 주고 받는 걸 다른 대화 방의 멤버가 목격했다고 나옵니다. 또 가수 최종훈 씨의 음주 운전 이 보도를 무마해주기 위해서도 이 유 모 씨가 발 벗고 나섰다 이런 내용이 담겨 있거든요. 어떤 식으로든 경찰과의 직접적인 어~ 관련이 있었던 인물로 보여지고요.다른 멤버들이 유 회장님이라고 지칭하면서 이 유 모 씨를 매우 어렵게 대하는 점만 봐도 이번 의혹에서 가장 핵심적인 인물이 아닌가 싶습니다.,가수 최종훈 씨의 음주 운전 보도를 무마해주기 위해서 유 모 씨가 발 벗고 나섰다,entailment,n,과거,3,현재,4
303077,없음,무려 칠십 퍼센트까지  치솟기도 했으니까 뭐 거의 모든 이~ 국민들이 다 봤다는 것이고 이~ 수사 반장할 때는 애들이 놀이터에 없었어요.,거의 모든 국민들이 수사 반장을 다 봤다,entailment,n,과거,3,현재,3
401111,양태,P3: 어~ 안녕하세요. 어~ 제 딸이 뽀로로를 너무 좋아해서 P2: 예. P3: 그~ 어떤 건지 궁금해서 같이 봤거든요 P2: 예. P3: 근데 저도 그~ 너무 재밌어해서 많이 사 주고 있는데 어~ 아까 애들이 좋아하는 색으로 칠하셨다고 하셨잖아요 P3: 그런 거 말고 다른 것들 중에서 뭐~ 이 색을 넣어서 뭐~ 특별한 의미를 는 색깔 같은 게 있는지 좀 여쭤 보고 싶습니다 P2: 음. 어~ 사실 그~ 캐릭터의 색깔을 선정을 할 때 어~ 아이들이 좋아할만한 색깔이 유일한 저희에 조건이었습니다. 그리고 기타 어떤 다른 부분에 대한 고려는 별로 많지 않았습니다.,뽀로로에게 넣은 색깔 중에서 특별한 의미를 갖는 색깔이 있다,neutral,n,현재,3,현재,1
304033,없음,일단은 지금 비과세 혜택을 받기 위해서 식대와 차량 유지비를 합계 삼십만 원을 비과세 항목으로 신고를 하신 것 같은데요. 어~ 식대는 회사에서 식사를 제공하지 않는 경우에만 비과세 혜택을 받을 수 있고요. 차량 유지비 같은 경우에는 본인의 차량을 이용해서 회사 업무를 수행하는 경우에만 비과세 혜택을 받을 수 있죠. 그렇기 때문에 지금 사실은 비과세 요건이 되지 않는데 비과세 혜택을 받았다라는 것인데 그렇다면 결국에는 근로자들은 소득세를 사실 납부해야 하는 금액보다 적게 납부하였을 가능성이 높고요. 나아가서는 건강보험료라든가 이런 사대 보험료도 사실은 적게 납부한 것이기 때문에 문제가 있는 거니까 개선을 해야 되는 대상입니다.,비과세 요건이 되지 않는데 비과세 혜택을 받은 근로자들은 소득세를 납부해야 하는 금액보다 적게 납부하였다,entailment,n,과거,3,현재,3
305017,없음,네. 저도 일견 동의를 하는데요. 낙태죄의 유무만으로 그 낙태 수치를 가늠하는 건 여러 가지 어려움이 있다고 생각합니다. 다양한 변인들이 존재하기 때문에요.,낙태죄의 유무만으로 낙태 수치를 가늠하는 것은 여러 가지 어려움이 있다,entailment,n,현재,3,현재,1
204024,없음,"‘간헐적 단식 2부-단식 모방 다이어트의 비밀’ 편. 굶어야 단식이라는 편견을 깬 단식법이 등장했다. 먹는데도 공복 효과를 낸다고 한다. 미국 대학 발터 롱고 박사가 장수와 질병 예방법으로 단식을 추천했고, 안전하게 단식하는 방법으로 단식 모방 다이어트(FMD) 식단을 개발했다.",간헐적 단식은 먹는데도 공복 효과를 낸다,entailment,n,현재,3,현재,3
106033,없음,"그는 ""선발에 대한 욕심은 있긴 하다. 그러나 팀이 필요한 게 먼저다. 팀에 도움이 돼야 선수의 가치가 있다""며 ""써주는 대로 열심히 할 생각이다""고 했다. 박준표가 올해 마운드에서 제 몫을 해주길 바라는 팬들의 기대에는 자신감으로 응답했다",박준표는 팀이 써주는 대로 열심히 할 것이다,entailment,y,미래,1,현재,1
301065,없음,학교에 계신 선생님이다보니까 변화되는 교과 과정에 대해서 교육 과정에 대해서 음 좀 더 가깝게 실감을 하실 것 같고 또 학생들이나 학부모님들한테 좀 얘기도 들으실 것 같은데 교장 선생님 하고도 또 뭐 연구 과제도 있을 것 같구요.,학교에 계신 선생님이 변화되는 교육 과정에 대해서 좀 더 가깝게 실감을 하실 것이다,entailment,n,미래,3,현재,1
202001,없음,롯데건설이 '롯데캐슬 3.0'이라는 디자인 모델을 선보였고 대우건설은 상반기 중으로 새로운 '푸르지오'를 내놓게 된다. LH(한국토지주택공사)는 상반기 중으로 아파트 브랜드를 선보이겠다고 이미 공언한 바다. 이번에 새 브랜드가 나오게 되면서 LH는 15년동안 다섯 번째의 브랜드가 나오게 된다.,LH는 상반기 중으로 새 아파트 브랜드를 선보일 것이다,entailment,y,미래,3,현재,3
401061,없음,P1: 유명 걸그룹 출신 슈 씨가 슈 에스이에스의 슈 요 외발 자전거 잘 타는 그 슈가 도박에 연루된 것으로 드러나서 지금 충격을 주고 있습니다.슈가 도박에 연루가 됐다 이게 상상이 안 가는데요? P2: 그러니깐요. 아이돌 스타였기도 했지만 또 세 아이의 엄마로 굉장히 잘 사는 모습도 보여줬고 P1: 지상파 티비 프로그램에 P2: 네. P1: 유명 프로그램에도 뭐 이런 거도 자주 나오고 예. P2: 어르신들도 다 알 만한 아이돌 스타이기도 한데 P1: 예. 그럼요. P2: 그 오늘 오전에 한 일간지에서 단독 보도를 했는데 삼십칠 세의 유명 걸그룹 출신 연예인이 도박 자금으로 육억 원 대를 빌리고 갚지 않아서 사기 혐의로 고발이 됐다는 겁니다.,유명 걸그룹 출신 슈는 어르신들도 다 알 만한 아이돌 스타이다,entailment,y,현재,3,현재,3
304014,없음,충청과 남부 일부 지역에는 여전히 눈 비가 계속 내리고 있답니다. 음~ 퇴근길 무렵에 아마 전국적으로 또 눈이 내릴 거라는 예상이네요. 중부 지방에 아마 퇴근길 무렵에는 제법 많은 양에 눈이 내릴 걸로 어~ 예보가 나와 있습니다.,퇴근길 무렵에 전국적으로 눈이 내릴 것이다,entailment,n,미래,3,현재,3
301057,없음,공인을 하긴 했는데 공인을 하고 얼마 지나지 않은 시점이에요. 그러기 때문에 기독교를 믿는 사람이 다수인 상황은 아니죠. 네. 이때 알렉산드리아에는 세 가지 종류가 대립을 하고 있었어요.,공인을 하고 얼마 지나지 않은 시점이기 때문에 기독교를 믿는 사람이 다수이다,contradiction,n,현재,3,현재,3
301056,없음,깨가 있어서 고소함이 아마 거기까지 전달 되는 거 같애요. 아니 지금 먹어보니까 닭가슴살을 이용한 새싹 보리 샐러드 퍽퍽함이 아니에요. 이거는 쫄깃함으로 변했어요,닭가슴살을 이용한 새싹 보리 샐러드는 퍽퍽했다,contradiction,n,현재,3,현재,3
301100,없음,이천십사년도 리처드 링클레이터 감독에 보이후드입니다. 이 영화는 십이년 동안 촬영한 것으로 굉장히 유명했죠. 그 당시에 아이가 여섯 살 때부터 똑같은 배우로 열여덟 살까지 매년 여름에 만나서 이삼 주 동안 촬영을 했다고 해요. ,영화 보이후드는 십이년 동안 촬영했다,entailment,y,과거,3,과거,3
401099,없음,"봉필: 그래서 그렇게 돈이 들어간 게야? 사 여사: 돈 쓰는 만큼 찾아준다잖아요 그 아이만 찾을 수 있다면 뭐가 아깝겠어요, 그래서 반지까지 팔아서 돈 대줬어요 왜요? 봉필: 임자.. 당신이 이렇게 속이 깊은 사람인 줄은 정말 몰랐어요.. 사 여사: 놔요, 정말 섭섭해서 내가.. 사 여사: 당신이 이쪽으로 앉으세요 여보..",사 여사는 속이 깊은 사람이다,entailment,n,현재,2,과거,1
301080,양태,지금 인제 사연 주신 분이 인제 스프링클러 설치해야 된다라고 하셨는데 과연 스프링클러 설치가 재건축을 해야 될 만한 사유인지 한번 따져봐야 될 거 같애요. 전체를 재건축하지 않고 뭐~ 수리라든지가게를 운영하면서도 어~ 설치가 가능한 부분인지를 좀 한번 따져봐야 될 거 같고,스프링클러 설치는 가게 재건축을 해야 될 만한 사유이다,neutral,n,현재,3,현재,1
201036,없음,"단식에 따른 인체의 한계점은 72일. 기적을 바란다해도 75일이면 사망 할 수있다고 한다. 역사상 최장 단식 기록은 1920년 아일랜드 독립군 사령관 ""테랜스 맥스위니""장군이다.",단식 75일이면 사망 할 수 있다,entailment,y,현재,3,현재,4
104086,없음,단체행동의 필요성도 언급했다. 서 이사장은 “최저임금이 2년 새 30% 가까이 오르면 이를 견딜 수 있는 업종은 거의 없다”며 “올 2월 말 중소기업중앙회 신임 집행부가 구성되면 중소업계는 함께 행동에 나서야 할 것”이라고 했다.,올 2월 말 중소기업중앙회 신임 집행부가 구성되면 중소업계는 함께 행동에 나서야 할 것이다,entailment,n,미래,3,과거,3
103052,없음,7일 오후 5시에 조회수 225만회를 돌파한 해당 영상에는 댓글만 8만6744개가 달렸다. 국방부는 이르면 8일 중으로 일본·중국·러시아·프랑스·스페인·아랍어 등 6개 언어 자막 영상을 공개할 예정이라고 밝혔다.,국방부는 일본·중국·러시아·프랑스·스페인·아랍어 등 6개 언어 자막 영상을 공개할 예정이다,entailment,y,현재,3,과거,3
305009,없음,그래서 작품이 우리가 단순히 보는 물질 덩어리가 아니라는 것이기 때문에 그것을 어떻게 바라볼 것인가에 대한 근데 사유를 하지 않으면 그것은 겉만 보게 돼요. 네. 그림은 겉 너머 이면에 있는 것이 더 중요하거든요. 그래서 사유하는 시간을 갖는 것 네. 이런 여러 가지 소양이 다 모아졌을 때 어~ 효과적인 네. 작품해석이 가능할 것이라고 저는 생각해요. 저는 좌절할 필요는 없다고 생각해요.,여러 가지 소양이 다 모아졌을 때 효과적인 그림 작품해석이 가능하다,entailment,n,현재,3,현재,1
105085,없음,"이처럼 낙찰률이 줄어들면서 낙찰가 총액도 전년 대비 50억원 가량 줄어든 4천183억원에 그쳤다. 이는 역대 최저 수준으로 진행건수는 증가한 반면, 낙찰가 총액이 줄면서 채권자들의 경매시장을통한 채권회수가 쉽지 않다는 것을 보여주고 있다.",채권자들의 경매시장을통한 채권회수가 쉽다,contradiction,n,현재,3,현재,3
106092,양태,"울진이 고향인 지은이는 전국 37개 명산 가운데 울진지역의 응봉산과 덕구온천, 금강소나무, 십이령 숲길 등을 소개해 특히 고향사랑의 애틋함도 보여준다. 그는 ""이 책이 청소년에게 호연지기를 키우고 숲과 문화를 알리는데도 도움이 됐으면 좋겠다""고 말했다. 무위자연(無爲自然), 안분지족(安分知足)은 지은이가 추구하고, 실천하고자 하는 삶이다. ",이 책이 청소년에게 호연지기를 키우고 숲과 문화를 알리는데도 도움이 될 것이다,neutral,n,미래,3,현재,1
303072,없음,그런데 지금 보세요. 이번 지방 선거 어~ -피- 투표 한 장에 투입되는 비용이 에~ 만 원을 조금 넘는다고 집계가 돼 있는데 실제로 경제적 가치는 이천만 원에 육박하거든요.,이번 지방 선거 투표 한 장에 투입되는 비용이 만 원을 조금 넘는다,entailment,y,현재,3,현재,3
401005,없음,P3: 네. 파격의 연속이었습니다. 트럼프 대통령의 트윗 제안 다섯 시간 만에 북한 어~ 최선희 부상의 화답 P1: 그렇죠. P3: 판문점 전격 회동으로 이어졌는데요. P1: 드라마였어요. P3: 네. 악수 정도에 그칠 것이라는 예상과 달리 역대급 오십삼 분간에 회동 아닌 회담이었습니다. P1: 그렇죠. 사실상에 그래서 삼 차 북미 정상회담,북미 정상의 판문점 전격 회동은 악수 정도에 그쳤다,contradiction,n,미래,3,과거,4
301085,없음,그렇지만 시장이라는 기구가 아 반드시 자원 배분을 효율적으로 하는 것은 아니다라고 하는 반증이 있고요. 특별히 소외의 문제 빈곤의 문제 양극화라고 하는 이런 문제에 대해서 적절하게 해결하지 못했다는 반성이 많이 있습니다. 그리고 한편으로 그 복지를 중심으로 해서 사회서비스에 대한 수요가 양적으로나 질적으로 굉장히 폭발하는 그런 과정에 있다고 보겠습니다. 근데 기왕에 그 패러다임처럼 정부가 이것을 다 전담하기는 한계가 많이 있습니다.,시장이라는 기구가 양극화 문제를 적절하게 해결하지 못했다,entailment,n,과거,3,현재,4
107002,없음,"이 자리에는 박윤미·함종국 부의장과 각 상임위원장과 여야 원내대표들이 모두 배석했고,도에서는 최 지사와 김민재 기획조정실장 등 도 지휘부가 참석했다. 도지휘부와 도의회 의장단이 별도 안건을 놓고 만난 것은 이례적이다. 간담회에서 최 지사는 평창조직위 주사무소의 동계훈련센터 유치,알펜시아 내 국제방송센터(IBC)의 국립문헌보존관으로의 활용계획을 의장단에 설명했다.", 도지휘부와 도의회 의장단이 별도 안건을 놓고 만났다.,entailment,n,과거,3,현재,3
302012,없음,여기 계시는 교육계 교육 분야에 관계 관심 관계되시는 곳에 계시는 여러 선생님들은 어~ 과학 이론을 하는 분 같은 같이 생각이 되구요. 저희 과학기술 분야에서도 과학하는 분들은 어~ 세상에 없는 이론을 어~ 연구해서 만들어 내시는 분이시고 저희들같이 공학 하는 사람들은 만들어진 이론을 바탕으로 기술적인 혁신을 이루는 게 목표라고 구분하고 있습니다. 아~ 매우 비슷한 음~ 논리라고 생각이 되는데 교육학 분야에서 연구하시는 여러분들이 생각해 놓으신 여러 가지 교육 및 교육 행정에 관한 이론을 현장에서 제가 학생 뽑는 데 직접 적용하는 듯합니다.,공학하는 사람들은 만들어진 이론을 바탕으로 기술적인 혁신을 이루는 게 목표다,entailment,n,현재,3,현재,3
401058,양태,"P4: 실제로 한 대학에서 실험을 했는데 P2: 예. P4: 같은 염도 하지만 매운맛의 정도만 다르게 했었는데 P1: 예. P4: 이~ 실험자의 대부분이 더 매운 음식도 싱겁다 이렇게 느꼈었다고 합니다. P2: 오~ P4: 그 이유를 보니까 P2: 예. P4: 매운맛의 정도가 올라갈수록 짠맛을 정상적으로 느끼지 못했다는 건데 P1,P2: 음~ P4: 결과적으로는 데 많은 양의 소금이 들어가야 짠맛을 느낄 수 있었다라는 이야기가 되겠죠. P1: 그랬다. 예. P2: 예. P1: 쭈여니 님이 지금 스트레스도 풀리고 건강에도 좋은데 실제로 그런 건가요 느낌인 건가요라고 질문을 주셨어요.",매운맛의 정도가 올라갈수록 많은 양의 소금이 들어가야 실험자의 대부분이 짠맛을 느낄 수 있었다,entailment,n,과거,3,현재,3
401090,없음,P2: 그리고 이 집안은 황해도 해주에서 일단 안중근 의사가 태어났고요. P2: 아버지도 진사 출신이고 할아버지도 진해 현감을 지냈고요. P1: 예. P2: 또 집안에서 미곡상을 했기 때문에 부유하고 어~ 좀 괜찮은 그~ 환경을 갖고 있는 P1: 예예. P2: 그런 양반 집안이었습니다. P1: 예. P2: 그리고 여기서 한악을 어려서부터 배웠고요. P2: 특이한 것은 어렸을 때부터 또 무술에 일가견이 있었다는 것이죠. P1: 네. 인제 안중근 의사는 우리가 인제 흔히 의병 운동가 어~ 이렇게 알고 있지만은 본지는 인제 인재 양성에 힘을 써서 학교도 만들고 그랬다면서요?,안중근 의사는 어렸을 때부터 무술에 일가견이 있었다,entailment,n,과거,3,현재,3
401108,의문,P2: 그러기도 하고. 요즘은 그~ 강남에 있는 젊은이들이 구호선을 타고 그~ 인천공항에 와서 많은 시간을 보내고 인천공항에 에 같이 볼거리. 먹을거리. P1: 아 비행기 타러 오는 건 아닌데? P2: 아. 뭐. P1: 예. P2: 문화예술의 그~ 향기가 난단 어~ 그거 말씀대로 P1: 음. P2: 어~ 와서 즐기는 사람들입니다.,강남에 있는 젊은이들이 구호선을 타고 인천공항에 비행기 타러 온다.,contradiction,y,현재,3,현재,3
301130,없음,이 새에 혀를 닮았다 그래서 링귀네란 이름이 붙여졌다고 그래요. 링귀네란 뜻 자체가 이케 작은 혀란 뜻이라고 합니다. 예. 한 일 인분에 한 백 그람 정도 되니까 일단 먼저 삶아보겠습니다.,링귀네란 작은 혀란 뜻이다,entailment,n,현재,3,현재,4
102083,없음,이에 반해 9·13대책 발표 이후에는 서울 아파트값의 상승폭이 둔화하다가 지난달 -0.01%로 하락 전환했다. 월간 통계에서 서울 아파트값이 하락한 것은 2017년 9월(-0.01%) 이후 1년3개월 만에 처음이다.,월간 통계에서 서울 아파트값이 하락했다.,entailment,n,과거,3,현재,3
101015,없음,이런 조사특위 활동이 효과를 발휘한 듯 최근 행정사무감사에서 군의회는 각 실과소별로 운영되는 민간위탁 업무에 대한 강도 높은 감사를 진행했다. 민간위탁기관에 지원되는 예산이 적정한 것인지 등을 따졌다.,민간위탁기관에 지원되는 예산이 적정하였다,neutral,n,과거,3,과거,3
304022,없음,관광 약자들이 이용할 수 있는 카페나 음식점 편의점 등을 지금 전수 조사를 시행을 하고 있는데요. 이를 통해서 어~ 무장애 관광 홈페이지를 통해서 어~ 관광 약자들이 이용할 수 있는 시설들을 적극 홍보할 예정입니다. 아울러서 무장애 관광 시설로 인증해서 보다 많은 사람들이 이용할 수 있도록 유도해 나갈 계획입니다.,무장애 관광 홈페이지를 통해서 관광 약자들이 이용할 수 있는 시설들을 적극 홍보할 것이다,entailment,y,미래,1,현재,1
203066,없음,‘박소연 대표가 사퇴하면 다시 후원하겠다’ 등의 조건을 단 글도 있었다. 박 대표가 구조 후 미국에 입양보냈다고 속인 투견이 안락사된 의혹이 알려지자 “OO(동물 이름) 살아있습니까?”라고 구조 동물의 안부를 묻는 글도 보였다. 간혹 “남아있는 아이들을 생각해 후원하지 말아달라”고 요청하는 누리꾼도 있었다.,박 대표가 구조 후 미국에 입양보냈다고 속인 투견이 안락사되었다,entailment,n,과거,3,과거,3
102118,없음,"세계수영선수권대회는 올해 국내에서 열리는 유일한 국제 체육행사다. 또 광주가 아시아를 넘어 전 세계에 이름을 알릴 수 있는 기회로 평가받고 있으며, 광주지역 생산유발 효과도 1조4000억원에 달할 것으로 기대되고 있다.",광주가 아시아를 넘어 전 세계에 이름을 알릴 수 있다,entailment,n,현재,3,현재,3
303048,없음,네. 아이가 보내달라는데도 많대요. 친구들 다 가는데 나는 왜 안 보내주냐 이래 가지고 그런 경우도 많이 있다고 하더라고요. 그래서 보통 이제 우리나라 초중고생 열 명 중 일곱 명 이상이 학원 수강을 하고 있는 것으로 나타났고요.,아이가 학원을 보내달라는 경우도 많이 있다,entailment,n,현재,3,현재,4
203008,없음,"A씨는 경찰 조사에서 아버지를 살해한 혐의를 인정한 것으로 전해졌다. 이와 함께 조사 과정에서 A씨가 B(80)씨 명의의 카드를 소지한 점을 수상히 여기고 추궁하자, 그는 ""인천에서 노부부를 살해했다""고 자백했다. 경찰은 B씨 주소지가 있는 인천경찰청을 통해 확인한 결과 주거지에서 B씨 부부가 흉기로 살해돼 숨져 있는 것을 확인했다.",A씨는 인천에서 노부부를 살해했다,entailment,y,과거,1,과거,3
NE_003,조건,성조와 발음이 아무리 중요하다고 해도 ‘언어는 소통을 위한 도구’임을 기억하면 문제는 의외로 쉽게 풀린다.,언어는 소통을 위한 도구이다.,Entailment,n,현재,3,현재,1
